id,split,color,label,dim,car,motorbicycle,bicycle,person,rider,truck,bus,tricycle,others,rover,sky,car_groups,motorbicycle_group,bicycle_group,person_group,rider_group,truck_group,bus_group,tricycle_group,road,siderwalk,traffic_cone,road_pile,fence,traffic_light,pole,traffic_sign,wall,dustbin,billboard,building,bridge,tunnel,overpass,vegatation,unlabeled
170908_061514779_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061514779_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061514779_Camera_5_instanceIds.png,"(2710, 3384)",0.002478671063306378,0.0,0.0,0.0,0.0,0.0,1.8537419416747357e-05,2.8024216412376888e-05,0.9974747673008645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061514779_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061514779_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061514779_Camera_6_instanceIds.png,"(2710, 3384)",0.003341533415334153,0.0,0.0,0.0,0.0,0.0,2.475290710353912e-05,3.0096045641307477e-05,0.996603617631921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061514918_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061514918_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061514918_Camera_5_instanceIds.png,"(2710, 3384)",0.002288171817888392,0.0,0.0,0.0,0.0,0.0,3.216787487023806e-05,3.554822782270376e-05,0.997623502830773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0609248645677946e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061514918_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061514918_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061514918_Camera_6_instanceIds.png,"(2710, 3384)",0.0030176737937592144,0.0,0.0,0.0,0.0,0.0,2.071829228930587e-05,3.129552572121466e-05,0.9969303123882303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061515057_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061515057_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061515057_Camera_5_instanceIds.png,"(2710, 3384)",0.0021240611342283637,0.0,0.0,0.0,0.0,0.0,2.5843343539818378e-05,3.609344604084339e-05,0.997797863616934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6138459256932993e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061515057_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061515057_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061515057_Camera_6_instanceIds.png,"(2710, 3384)",0.00273350605846484,0.0,0.0,0.0,0.0,0.0,0.0,3.075030750307503e-05,0.9971937618312353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1981802796751375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061515196_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061515196_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061515196_Camera_5_instanceIds.png,"(2710, 3384)",0.0019324714523740983,0.0,0.0,0.0,0.0,0.0,3.0423176572191255e-05,3.543918417907583e-05,0.9979829106801706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.875550670400321e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061515196_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061515196_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061515196_Camera_6_instanceIds.png,"(2710, 3384)",0.0025247965245609903,0.0,0.0,0.0,0.0,0.0,0.0,3.0423176572191255e-05,0.997403125627001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.165467186586759e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061515335_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061515335_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061515335_Camera_5_instanceIds.png,"(2710, 3384)",0.001855050465398271,0.0,0.0,0.0,0.0,0.0,3.2495005801121844e-05,3.565727146633169e-05,0.9980586960124921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8101244842235657e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061515335_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061515335_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061515335_Camera_6_instanceIds.png,"(2710, 3384)",0.0023369143265900743,0.0,0.0,0.0,0.0,0.0,1.6029415613305068e-05,3.0968394790330885e-05,0.9976160878630063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061515474_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061515474_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061515474_Camera_5_instanceIds.png,"(2710, 3384)",0.0017461158654139732,0.0,0.0,0.0,0.0,0.0,2.900560920502822e-05,3.304022401926147e-05,0.998172428532796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9409768565770766e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061515474_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061515474_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061515474_Camera_6_instanceIds.png,"(2710, 3384)",0.002134856454947528,0.0,0.0,0.0,0.0,0.0,0.0,3.173170029572636e-05,0.9977943742203379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.903762441879738e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061515613_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061515613_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061515613_Camera_5_instanceIds.png,"(2710, 3384)",0.0017486238692174156,0.0,0.0,0.0,0.0,0.0,2.1154466863817575e-05,4.318128287665855e-05,0.9981638140849494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.322629609274816e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061515613_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061515613_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061515613_Camera_6_instanceIds.png,"(2710, 3384)",0.0019691101166330813,0.0,0.0,0.0,0.0,0.0,1.8428375773119432e-05,2.8896565561400296e-05,0.9979835649420324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061515752_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061515752_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061515752_Camera_5_instanceIds.png,"(2710, 3384)",0.0015762258686416652,0.0,0.0,0.0,0.0,0.0,4.0455191785960415e-05,3.369448588102902e-05,0.9983270524194604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.257203423098061e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061515752_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061515752_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061515752_Camera_6_instanceIds.png,"(2710, 3384)",0.0018103425715108215,0.0,0.0,0.0,0.0,0.0,1.4829935533397888e-05,2.9877958354051626e-05,0.9981387340469149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.215487686791761e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061515891_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061515891_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061515891_Camera_5_instanceIds.png,"(2710, 3384)",0.001437086179372432,0.0,0.0,0.0,0.0,0.0,2.4643863459911194e-05,3.216787487023806e-05,0.9984861470955135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.995498678391039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061515891_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061515891_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061515891_Camera_6_instanceIds.png,"(2710, 3384)",0.001743607861610531,0.0,0.0,0.0,0.0,0.0,0.0,4.1109453647727966e-05,0.9981680667870508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72158976908918e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061516030_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061516030_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061516030_Camera_5_instanceIds.png,"(2710, 3384)",0.0013758036516535379,0.0,0.0,0.0,0.0,0.0,1.8428375773119432e-05,2.9114652848656147e-05,0.9985577887693771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8864550347631136e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061516030_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061516030_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061516030_Camera_6_instanceIds.png,"(2710, 3384)",0.001680362548306334,0.0,0.0,0.0,0.0,0.0,2.071829228930587e-05,3.7074838833494715e-05,0.9982618443205709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061516169_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061516169_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061516169_Camera_5_instanceIds.png,"(2710, 3384)",0.0012914038714855233,0.0,0.0,0.0,0.0,0.0,1.8646463060375286e-05,3.554822782270376e-05,0.998631938447044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.246299058735268e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061516169_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061516169_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061516169_Camera_6_instanceIds.png,"(2710, 3384)",0.0015301004073870526,0.0,0.0,0.0,0.0,0.0,1.6138459256932993e-05,3.075030750307503e-05,0.9984230108258529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061516308_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061516308_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061516308_Camera_5_instanceIds.png,"(2710, 3384)",0.0012181265429675573,0.0,0.0,0.0,0.0,0.0,1.897359399125906e-05,3.652962061535509e-05,0.9987047796009875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1590641438329276e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061516308_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061516308_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061516308_Camera_6_instanceIds.png,"(2710, 3384)",0.0013791840046060036,0.0,0.0,0.0,0.0,0.0,0.0,3.2713093088377694e-05,0.9985290012474592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9101654846335695e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061516447_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061516447_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061516447_Camera_5_instanceIds.png,"(2710, 3384)",0.0012221611577817905,0.0,0.0,0.0,0.0,0.0,2.4207688885399493e-05,3.903762441879738e-05,0.9986920214946831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.257203423098061e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061516447_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061516447_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061516447_Camera_6_instanceIds.png,"(2710, 3384)",0.001281698987202638,0.0,0.0,0.0,0.0,0.0,0.0,3.260404944474977e-05,0.9986509120410353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.478492231730828e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061516586_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061516586_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061516586_Camera_5_instanceIds.png,"(2710, 3384)",0.0011169340416808424,0.0,0.0,0.0,0.0,0.0,1.9191681278514912e-05,3.413066045554073e-05,0.9988069534950669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.279012151823646e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061516586_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061516586_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061516586_Camera_6_instanceIds.png,"(2710, 3384)",0.0012822442054207777,0.0,0.0,0.0,0.0,0.0,2.0827335932933796e-05,2.5734299896190453e-05,0.99867119415875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061516725_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061516725_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061516725_Camera_5_instanceIds.png,"(2710, 3384)",0.0010624122198668795,0.0,0.0,0.0,0.0,0.0,2.257203423098061e-05,3.1186482077586735e-05,0.9988625657533171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12635105074455e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061516725_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061516725_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061516725_Camera_6_instanceIds.png,"(2710, 3384)",0.0011598972372702451,0.0,0.0,0.0,0.0,0.0,1.9845943140282466e-05,2.8569434630516517e-05,0.9987916873849589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061516864_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061516864_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061516864_Camera_5_instanceIds.png,"(2710, 3384)",0.0009920790697268674,0.0,0.0,0.0,0.0,0.0,2.1917772369213055e-05,4.001901721144871e-05,0.9989185051424982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7478998194237262e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061516864_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061516864_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061516864_Camera_6_instanceIds.png,"(2710, 3384)",0.0010814948575017665,0.0,0.0,0.0,0.0,0.0,1.3521411809862779e-05,3.194978758298221e-05,0.9988631109715352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.922971570141233e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061517003_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061517003_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061517003_Camera_5_instanceIds.png,"(2710, 3384)",0.0009581664965585827,0.0,0.0,0.0,0.0,0.0,1.8428375773119432e-05,2.2681077874608534e-05,0.9989777158409882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.300820880549231e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061517003_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061517003_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061517003_Camera_6_instanceIds.png,"(2710, 3384)",0.0010723351914370207,0.0,0.0,0.0,0.0,0.0,0.0,2.7369954550609337e-05,0.9988614753168809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.881953713154153e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061517142_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061517142_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061517142_Camera_5_instanceIds.png,"(2710, 3384)",0.0009034265874573639,0.0,0.0,0.0,0.0,0.0,2.4425776172655344e-05,3.3367354950145245e-05,0.9990151178107526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3662470667259864e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061517142_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061517142_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061517142_Camera_6_instanceIds.png,"(2710, 3384)",0.000981065661720447,0.0,0.0,0.0,0.0,0.0,0.0,2.5625256252562524e-05,0.998951109191943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2199890084007225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061517281_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061517281_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061517281_Camera_5_instanceIds.png,"(2710, 3384)",0.0008245880331143737,0.0,0.0,0.0,0.0,0.0,2.1154466863817575e-05,3.500300960456413e-05,0.9990930840159465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6170474470702153e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061517281_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061517281_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061517281_Camera_6_instanceIds.png,"(2710, 3384)",0.0011591339317648496,0.0,0.0,0.0,0.0,0.0,5.702982561740511e-05,4.896059598893861e-05,0.9987348756466288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061517420_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061517420_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061517420_Camera_5_instanceIds.png,"(2710, 3384)",0.000834511004684515,0.0,0.0,0.0,0.0,0.0,1.4611848246142036e-05,3.4675878673680354e-05,0.9990877408774088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8460390986888592e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061517420_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061517420_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061517420_Camera_6_instanceIds.png,"(2710, 3384)",0.0008734395854596844,0.0,0.0,0.0,0.0,0.0,3.369448588102902e-05,0.0,0.9990928659286593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061517559_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061517559_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061517559_Camera_5_instanceIds.png,"(2710, 3384)",0.0007528373156071986,0.0,0.0,0.0,0.0,0.0,1.6683677475072623e-05,2.6715692688841783e-05,0.9991781380579763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5625256252562524e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061517559_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061517559_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061517559_Camera_6_instanceIds.png,"(2710, 3384)",0.0008516308567340993,0.0,0.0,0.0,0.0,0.0,3.543918417907583e-05,3.478492231730828e-05,0.9990781450367695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061517698_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061517698_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061517698_Camera_5_instanceIds.png,"(2710, 3384)",0.0007235045754712866,0.0,0.0,0.0,0.0,0.0,1.2540019017211449e-05,3.1622656652098436e-05,0.9992070346235378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.529812532167875e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061517698_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061517698_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061517698_Camera_6_instanceIds.png,"(2710, 3384)",0.0008157554979805117,0.0,0.0,0.0,0.0,0.0,3.2495005801121844e-05,2.5407168965306674e-05,0.9991263423272531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061517837_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061517837_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061517837_Camera_5_instanceIds.png,"(2710, 3384)",0.0007119459492467265,0.0,0.0,0.0,0.0,0.0,2.475290710353912e-05,4.361745745117026e-05,0.9991912232952117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8460390986888592e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061517837_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061517837_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061517837_Camera_6_instanceIds.png,"(2710, 3384)",0.0007959095548402292,0.0,0.0,0.0,0.0,0.0,3.129552572121466e-05,2.8024216412376888e-05,0.9991447707030262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061517976_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061517976_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061517976_Camera_5_instanceIds.png,"(2710, 3384)",0.0006666928371411374,0.0,0.0,0.0,0.0,0.0,1.0359146144652936e-05,3.9146668062425307e-05,0.9992480350335419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.576631510995961e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061517976_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061517976_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061517976_Camera_6_instanceIds.png,"(2710, 3384)",0.0007616698507410606,0.0,0.0,0.0,0.0,0.0,0.0,3.3367354950145245e-05,0.9991563293292507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.863346505805484e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061518115_Camera_5,train,/content/drive/My Drive/Capstone/train_color/170908_061518115_Camera_5.jpg,/content/drive/My Drive/Capstone/train_label/170908_061518115_Camera_5_instanceIds.png,"(2710, 3384)",0.0006110805788908952,0.0,0.0,0.0,0.0,0.0,1.4611848246142036e-05,3.456683503005243e-05,0.9993094266049043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0314132928563327e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170908_061518115_Camera_6,train,/content/drive/My Drive/Capstone/train_color/170908_061518115_Camera_6.jpg,/content/drive/My Drive/Capstone/train_label/170908_061518115_Camera_6_instanceIds.png,"(2710, 3384)",0.0007034405450437484,0.0,0.0,0.0,0.0,0.0,0.0,3.5330140535447905e-05,0.9992033271396544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.790217476642852e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
